order_number,order_line_number,external_order_id,order_date,order_type,order_status,channel,source_system,customer_id,customer_name,customer_po_number,customer_email,customer_phone,sku,item_number,product_name,product_category,subcategory,brand,unit_of_measure,quantity_ordered,quantity_allocated,quantity_shipped,quantity_backordered,unit_price,extended_price,discount_percent,discount_amount,tax_rate,tax_amount,freight_amount,order_total,currency,payment_terms,payment_method,payment_status,invoice_number,invoice_date,warehouse_id,warehouse_location_code,zone,aisle,rack,shelf,bin,ship_to_name,ship_to_address1,ship_to_address2,ship_to_city,ship_to_state,ship_to_postal_code,ship_to_country,carrier,service_level,tracking_number,requested_ship_date,actual_ship_date,created_by,created_timestamp,last_modified_timestamp
SO-2025-000036,1,EXT-B2B-86585589,2025-09-27,Replacement,Delivered,B2B,EDI,CUST-000417,Jessica Martinez,PO-880759,jessica.martinez417@examplecustomer.com,(352) 224-7955,TV-TER-N869-PLUS-0659,ITM-000659,TerraWave N869-PLUS Mini-LED TV,TV,Mini-LED TV,TerraWave,EA,3,3,3,0,1780.86,5342.58,0.00,0.00,0.0000,0.00,0.00,5342.58,USD,Net 30,Amex,Paid,INV-2025-000036,2025-09-30,WH-MIA-01,Z15-A02-R002-S06-B05,Z15,A02,R002,S06,B05,Jessica Martinez,6346 Brickell Ter,,Houston,TX,77021,USA,FedEx,Priority,FE78183506409,2025-09-30,2025-10-04,mchen,2025-09-27 20:15:00,2025-10-03 13:07:00
SO-2025-000037,1,EXT-MAR-61645285,2025-12-15,Sales Order,Picked,Marketplace,ERP,CUST-000427,Ronald Baker,PO-369631,ronald.baker427@examplecustomer.com,(430) 321-8842,STO-NEX-R250-BK-0716,ITM-000716,NextCom R250-BK External SSD,Storage,External SSD,NextCom,EA,2,2,0,0,353.16,706.32,0.00,0.00,0.0000,0.00,9.99,716.31,USD,Net 30,Net Terms,Paid,INV-2025-000037,2025-12-17,WH-MIA-01,Z03-A04-R088-S06-B03,Z03,A04,R088,S06,B03,Ronald Baker,1924 Miramar Ln,,New York,NY,10038,USA,USPS,Ground,US74439201538,2025-12-16,2025-12-16,kpatel,2025-12-15 21:43:00,2025-12-18 20:00:00
SO-2025-000038,1,EXT-E-C-33679497,2025-07-26,Sales Order,Shipped,E-commerce,Amazon,CUST-001107,Amanda Campbell,,amanda.campbell1107@examplecustomer.com,(660) 319-1380,COM-TER-X245-WH-0361,ITM-000361,TerraWave X245-WH Desktop PC,Computer,Desktop PC,TerraWave,EA,5,5,5,0,1317.38,6586.90,15.00,988.04,0.0000,0.00,19.99,5618.85,USD,Net 45,Visa,Paid,INV-2025-000038,2025-07-27,WH-MIA-01,Z14-A38-R003-S07-B02,Z14,A38,R003,S07,B02,Amanda Campbell,8855 Cedar Blvd,,Austin,TX,78742,USA,USPS,Economy,US31526594388,2025-07-27,2025-07-31,jmartinez,2025-07-26 00:45:00,2025-07-31 04:44:00
SO-2025-000039,1,EXT-E-C-50550361,2025-02-22,Sales Order,Delivered,E-commerce,ERP,CUST-001009,Daniel Jones,PO-613172,daniel.jones1009@examplecustomer.com,(524) 420-3308,KEY-BRI-X629-BK-0363,ITM-000363,BrightView X629-BK Mechanical Keyboard,Keyboard,Mechanical Keyboard,BrightView,EA,1,1,1,0,68.86,68.86,0.00,0.00,8.2500,5.68,49.99,124.53,USD,Credit Card,Net Terms,Refunded,INV-2025-000039,2025-02-23,WH-MIA-01,Z04-A13-R004-S01-B05,Z04,A13,R004,S01,B05,Daniel Jones,7438 Lincoln Dr,,Chicago,IL,60696,USA,USPS,Ground,US97539355419,2025-02-25,2025-03-01,kpatel,2025-02-22 13:52:00,2025-02-24 08:20:00
SO-2025-000040,1,EXT-E-C-59360527,2025-06-13,Sales Order,Allocated,E-commerce,EDI,CUST-000630,Ashley Lewis,PO-396803,ashley.lewis630@examplecustomer.com,(428) 773-2153,STO-BRI-P152-SL-0802,ITM-000802,BrightView P152-SL USB Flash Drive,Storage,USB Flash Drive,BrightView,EA,10,10,0,0,316.77,3167.70,5.00,158.38,0.0000,0.00,7.99,3017.31,USD,ACH Prepaid,Wire,Refunded,INV-2025-000040,2025-06-14,WH-MIA-01,Z09-A10-R060-S02-B04,Z09,A10,R060,S02,B04,Ashley Lewis,1613 Washington Dr,,Atlanta,GA,30332,USA,Old Dominion,Standard Freight,,2025-06-15,,edi_user,2025-06-13 21:07:00,2025-06-15 21:59:00
SO-2025-000041,1,EXT-B2B-31921481,2025-06-16,Sales Order,Shipped,B2B,ERP,CUST-001034,Melissa Anderson 1034,,melissa.anderson1034@examplecustomer.com,(578) 344-8238,TV-TER-N714-PRO-0809,ITM-000809,TerraWave N714-PRO OLED TV,TV,OLED TV,TerraWave,EA,1,1,1,0,224.45,224.45,10.00,22.44,0.0000,0.00,19.99,222.00,USD,ACH Prepaid,Mastercard,Pending,INV-2025-000041,2025-06-18,WH-MIA-01,Z02-A33-R041-S01-B03,Z02,A33,R041,S01,B03,Melissa Anderson 1034,2653 Madison St,,Chicago,IL,60699,USA,DHL,Priority,DH61104028896,2025-06-21,2025-06-19,mchen,2025-06-16 03:16:00,2025-06-20 13:28:00
SO-2025-000042,1,EXT-B2B-30708098,2025-01-07,Sales Order,Shipped,B2B,Manual Entry,CUST-000284,Kevin Carter,PO-668403,kevin.carter284@examplecustomer.com,(430) 848-2940,AUD-APE-N251-MAX-0956,ITM-000956,ApexTech N251-MAX Conference Speaker,Audio,Conference Speaker,ApexTech,EA,50,50,50,0,1091.77,54588.50,10.00,5458.85,7.5000,3684.72,99.99,52914.36,USD,Net 30,ACH,Paid,INV-2025-000042,2025-01-07,WH-MIA-01,Z17-A17-R061-S01-B01,Z17,A17,R061,S01,B01,Kevin Carter,9344 Ocean St,Dock 12,Dallas,TX,75204,USA,USPS,2-Day,US30594121151,2025-01-09,2025-01-08,jmartinez,2025-01-07 18:19:00,2025-01-07 10:39:00
SO-2025-000043,1,EXT-RET-20661295,2025-10-23,Sales Order,Processing,Retail Store,Shopify,CUST-000191,Carlos Sanchez,PO-781215,carlos.sanchez191@examplecustomer.com,(870) 899-7143,ACC-SIG-P696-WH-0429,ITM-000429,SignalMax P696-WH Laptop Stand,Accessory,Laptop Stand,SignalMax,EA,2,2,0,0,331.70,663.40,0.00,0.00,6.0000,39.80,19.99,723.19,USD,Net 30,ACH,Pending,INV-2025-000043,2025-10-25,WH-MIA-01,Z15-A06-R060-S01-B03,Z15,A06,R060,S01,B03,Carlos Sanchez,5035 Palm Ter,,Fort Lauderdale,FL,33340,USA,Old Dominion,Ground,,2025-10-26,,edi_user,2025-10-23 01:31:00,2025-11-01 01:50:00
SO-2025-000044,1,EXT-WHO-57146941,2025-06-18,Replacement,Shipped,Wholesale,Manual Entry,CUST-000821,Matthew Wright,,matthew.wright821@examplecustomer.com,(226) 700-8422,MOU-VOL-X443-WH-0043,ITM-000043,VoltEdge X443-WH Trackball Mouse,Mouse,Trackball Mouse,VoltEdge,EA,2,2,2,0,94.30,188.60,0.00,0.00,8.7500,16.50,0.00,205.10,USD,Net 15,Wire,Authorized,INV-2025-000044,2025-06-20,WH-MIA-01,Z05-A31-R042-S04-B01,Z05,A31,R042,S04,B01,Matthew Wright,4713 Pine Ct,,Denver,CO,80238,USA,FedEx,Priority,FE48820214467,2025-06-19,2025-06-23,jmartinez,2025-06-18 04:21:00,2025-06-23 05:56:00
SO-2025-000045,1,EXT-RET-99433032,2025-04-17,Sales Order,Shipped,Retail Store,Manual Entry,CUST-000793,Amanda Jackson 793,,amanda.jackson793@examplecustomer.com,(503) 663-6201,TV-APE-P681-MAX-0742,ITM-000742,ApexTech P681-MAX Mini-LED TV,TV,Mini-LED TV,ApexTech,EA,5,5,5,0,228.02,1140.10,5.00,57.00,6.0000,64.99,7.99,1156.08,USD,ACH Prepaid,PayPal,Refunded,INV-2025-000045,2025-04-17,WH-MIA-01,Z07-A39-R056-S01-B01,Z07,A39,R056,S01,B01,Amanda Jackson 793,4538 Washington Way,,Denver,CO,80293,USA,Old Dominion,Economy,OL27440406474,2025-04-18,2025-04-22,edi_user,2025-04-17 02:04:00,2025-04-22 15:53:00
SO-2025-000046,1,EXT-RET-22213964,2025-04-02,Sales Order,Shipped,Retail Store,ERP,CUST-001105,Kevin Anderson,,kevin.anderson1105@examplecustomer.com,(935) 843-6082,STO-BRI-P152-SL-0802,ITM-000802,BrightView P152-SL USB Flash Drive,Storage,USB Flash Drive,BrightView,EA,4,4,4,0,316.77,1267.08,15.00,190.06,0.0000,0.00,12.99,1090.01,USD,COD,Visa,Refunded,INV-2025-000046,2025-04-03,WH-MIA-01,Z09-A10-R060-S02-B04,Z09,A10,R060,S02,B04,Kevin Anderson,9989 Weston Blvd,,San Diego,CA,92140,USA,FedEx,2-Day,FE53202023889,2025-04-04,2025-04-05,mchen,2025-04-02 00:23:00,2025-04-03 14:23:00
SO-2025-000047,1,EXT-E-C-75278709,2025-11-14,Return Exchange,Shipped,E-commerce,ERP,CUST-001132,Barbara Adams,,barbara.adams1132@examplecustomer.com,(661) 763-1697,STO-NEX-A930-SL-0034,ITM-000034,NextCom A930-SL NAS Drive,Storage,NAS Drive,NextCom,EA,1,1,1,0,781.90,781.90,5.00,39.10,0.0000,0.00,9.99,752.79,USD,Credit Card,Net Terms,Invoiced,INV-2025-000047,2025-11-15,WH-MIA-01,Z16-A24-R067-S05-B01,Z16,A24,R067,S05,B01,Barbara Adams,611 Cypress Rd,Dock 12,Austin,TX,78734,USA,DHL,Ground,DH70104502266,2025-11-19,2025-11-16,mchen,2025-11-14 03:18:00,2025-11-23 14:42:00
SO-2025-000048,1,EXT-B2B-55344233,2025-12-12,Sales Order,Shipped,B2B,EDI,CUST-001165,Daniel Perez 1165,PO-755431,daniel.perez1165@examplecustomer.com,(363) 487-9652,MON-PIX-X701-WH-0748,ITM-000748,PixelPro X701-WH Portable Monitor,Monitor,Portable Monitor,PixelPro,EA,2,2,2,0,222.26,444.52,20.00,88.90,6.0000,21.34,19.99,396.95,USD,ACH Prepaid,Wire,Pending,INV-2025-000048,2025-12-13,WH-MIA-01,Z09-A26-R019-S02-B04,Z09,A26,R019,S02,B04,Daniel Perez 1165,481 Elm Ln,,Boston,MA,02173,USA,DHL,Overnight,DH35596838598,2025-12-13,2025-12-19,jmartinez,2025-12-12 10:38:00,2025-12-14 18:39:00
SO-2025-000049,1,EXT-E-C-83698580,2025-10-16,Sales Order,Delivered,E-commerce,Amazon,CUST-000006,Deborah Hall,PO-623508,deborah.hall6@examplecustomer.com,(786) 707-2236,STO-APE-P979-PLUS-0466,ITM-000466,ApexTech P979-PLUS NAS Drive,Storage,NAS Drive,ApexTech,EA,2,2,2,0,283.81,567.62,5.00,28.38,8.2500,44.49,7.99,591.72,USD,Net 45,Visa,Invoiced,INV-2025-000049,2025-10-19,WH-MIA-01,Z09-A23-R055-S06-B02,Z09,A23,R055,S06,B02,Deborah Hall,8182 Riverside Blvd,,Charlotte,NC,28219,USA,FedEx,Ground,FE38616658371,2025-10-20,2025-10-20,system,2025-10-16 15:42:00,2025-10-23 17:38:00
SO-2025-000050,1,EXT-B2B-14315468,2025-05-20,Sales Order,Processing,B2B,ERP,CUST-000737,Paul Green,PO-374372,paul.green737@examplecustomer.com,(506) 279-6414,ACC-APE-N362-MAX-0987,ITM-000987,ApexTech N362-MAX Docking Station,Accessory,Docking Station,ApexTech,EA,3,3,0,0,67.24,201.72,15.00,30.26,7.0000,12.00,49.99,233.45,USD,Net 45,ACH,Authorized,INV-2025-000050,2025-05-20,WH-MIA-01,Z03-A24-R094-S08-B05,Z03,A24,R094,S08,B05,Paul Green,1044 Doral Way,,Miami,FL,33123,USA,DHL,Overnight,,2025-05-21,,edi_user,2025-05-20 20:19:00,2025-05-25 04:54:00
SO-2025-000051,1,EXT-WHO-60606323,2025-11-27,Sales Order,Processing,Wholesale,EDI,CUST-000327,Greg Mitchell,PO-360537,greg.mitchell327@examplecustomer.com,(799) 884-5519,COM-APE-P910-PLUS-0290,ITM-000290,ApexTech P910-PLUS Laptop,Computer,Laptop,ApexTech,EA,3,3,0,0,268.62,805.86,0.00,0.00,6.0000,48.35,7.99,862.20,USD,Credit Card,Net Terms,Refunded,INV-2025-000051,2025-11-29,WH-MIA-01,Z11-A15-R021-S07-B05,Z11,A15,R021,S07,B05,Greg Mitchell,2225 Doral Ln,,Boston,MA,02115,USA,XPO,Ground,,2025-11-29,,jmartinez,2025-11-27 10:51:00,2025-12-01 22:59:00
SO-2025-000052,1,EXT-RET-36216168,2025-06-20,Sales Order,Shipped,Retail Store,Amazon,CUST-000735,Richard Lee,PO-605850,richard.lee735@examplecustomer.com,(418) 652-2206,AUD-SIG-X591-SL-0939,ITM-000939,SignalMax X591-SL Conference Speaker,Audio,Conference Speaker,SignalMax,EA,5,5,5,0,722.55,3612.75,0.00,0.00,8.7500,316.12,19.99,3948.86,USD,Credit Card,Visa,Invoiced,INV-2025-000052,2025-06-21,WH-MIA-01,Z03-A33-R035-S06-B02,Z03,A33,R035,S06,B02,Richard Lee,9808 Ocean Ct,,Seattle,WA,98128,USA,FedEx,2-Day,FE92868813117,2025-06-21,2025-06-25,kpatel,2025-06-20 03:35:00,2025-06-20 00:35:00
SO-2025-000053,1,EXT-E-C-14720576,2025-11-02,Sales Order,Shipped,E-commerce,Amazon,CUST-001015,Donna Miller,PO-520899,donna.miller1015@examplecustomer.com,(403) 327-4698,ACC-BRI-P108-MAX-0920,ITM-000920,BrightView P108-MAX Laptop Stand,Accessory,Laptop Stand,BrightView,EA,1,1,1,0,224.16,224.16,0.00,0.00,8.7500,19.61,49.99,293.76,USD,Net 15,Wire,Refunded,INV-2025-000053,2025-11-04,WH-MIA-01,Z07-A18-R099-S07-B03,Z07,A18,R099,S07,B03,Donna Miller,4076 Lakeview Ter,,Houston,TX,77061,USA,XPO,Ground,XP40545666883,2025-11-06,2025-11-05,system,2025-11-02 13:15:00,2025-11-08 22:07:00
SO-2025-000054,1,EXT-WHO-67839135,2025-11-03,Sales Order,Shipped,Wholesale,Shopify,CUST-000766,Ana Wright,PO-122804,ana.wright766@examplecustomer.com,(318) 295-2813,KEY-APE-G216-BK-0664,ITM-000664,ApexTech G216-BK Ergonomic Keyboard,Keyboard,Ergonomic Keyboard,ApexTech,EA,1,1,1,0,92.72,92.72,20.00,18.54,7.0000,5.19,9.99,89.36,USD,COD,Wire,Refunded,INV-2025-000054,2025-11-03,WH-MIA-01,Z14-A37-R043-S05-B02,Z14,A37,R043,S05,B02,Ana Wright,3252 Madison Rd,,Atlanta,GA,30377,USA,UPS,Economy,UP37211305702,2025-11-07,2025-11-04,system,2025-11-03 20:54:00,2025-11-06 01:40:00
SO-2025-000055,1,EXT-E-C-94469163,2025-08-27,Replacement,Shipped,E-commerce,Manual Entry,CUST-000541,Susan Wilson,PO-544267,susan.wilson541@examplecustomer.com,(761) 511-6130,MOU-COR-A710-PLUS-0747,ITM-000747,CoreByte A710-PLUS Ergonomic Mouse,Mouse,Ergonomic Mouse,CoreByte,EA,2,2,2,0,38.05,76.10,0.00,0.00,8.7500,6.66,7.99,90.75,USD,COD,Amex,Pending,INV-2025-000055,2025-08-28,WH-MIA-01,Z11-A01-R022-S05-B01,Z11,A01,R022,S05,B01,Susan Wilson,5622 Jefferson St,,Denver,CO,80232,USA,Old Dominion,Standard Freight,OL93186057240,2025-08-29,2025-08-30,system,2025-08-27 15:58:00,2025-08-28 07:24:00
SO-2025-000056,1,EXT-WHO-59222420,2025-08-23,Sales Order,Shipped,Wholesale,ERP,CUST-000711,Stephanie Hill,PO-138261,stephanie.hill711@examplecustomer.com,(980) 580-6272,COM-VOL-P194-PRO-0153,ITM-000153,VoltEdge P194-PRO All-in-One PC,Computer,All-in-One PC,VoltEdge,EA,2,2,2,0,533.53,1067.06,0.00,0.00,7.0000,74.69,0.00,1141.75,USD,Net 15,Net Terms,Paid,INV-2025-000056,2025-08-23,WH-MIA-01,Z20-A12-R056-S07-B01,Z20,A12,R056,S07,B01,Stephanie Hill,7660 Brickell Ter,,New York,NY,10070,USA,USPS,Standard Freight,US87760730597,2025-08-24,2025-08-27,mchen,2025-08-23 11:40:00,2025-09-02 04:15:00
SO-2025-000057,1,EXT-B2B-27968282,2025-05-17,Sales Order,Processing,B2B,EDI,CUST-000253,Ashley Lee,PO-803193,ashley.lee253@examplecustomer.com,(222) 352-4039,CAB-BRI-N688-MAX-0237,ITM-000237,BrightView N688-MAX DisplayPort Cable,Cable,DisplayPort Cable,BrightView,BOX,10,10,0,0,68.92,689.20,0.00,0.00,7.5000,51.69,7.99,748.88,USD,Net 15,PayPal,Invoiced,INV-2025-000057,2025-05-17,WH-MIA-01,Z19-A28-R094-S08-B05,Z19,A28,R094,S08,B05,Ashley Lee,8890 Doral Ave,Dock 8,Chicago,IL,60603,USA,DHL,2-Day,,2025-05-22,,shopify_api,2025-05-17 18:57:00,2025-05-24 09:07:00
SO-2025-000058,1,EXT-MAR-77671223,2025-04-03,Sales Order,Delivered,Marketplace,Amazon,CUST-000912,Elizabeth Nelson,PO-793575,elizabeth.nelson912@examplecustomer.com,(986) 371-3822,AUD-TER-R436-SL-0907,ITM-000907,TerraWave R436-SL Conference Speaker,Audio,Conference Speaker,TerraWave,EA,3,3,3,0,620.66,1861.98,0.00,0.00,8.7500,162.92,0.00,2024.90,USD,Credit Card,Visa,Refunded,INV-2025-000058,2025-04-03,WH-MIA-01,Z12-A07-R041-S06-B02,Z12,A07,R041,S06,B02,Elizabeth Nelson,2347 Madison St,,Orlando,FL,32895,USA,XPO,Ground,XP82899962327,2025-04-06,2025-04-06,shopify_api,2025-04-03 07:18:00,2025-04-11 08:03:00
SO-2025-000059,1,EXT-E-C-92720694,2025-01-25,Sales Order,Backordered,E-commerce,ERP,CUST-001149,Brian White 1149,,brian.white1149@examplecustomer.com,(813) 491-9677,CAB-ZEN-P537-BK-0401,ITM-000401,Zenith Digital P537-BK USB-C Cable,Cable,USB-C Cable,Zenith Digital,PACK,3,0,0,3,46.26,138.78,0.00,0.00,7.5000,10.41,12.99,162.18,USD,Net 15,Net Terms,Refunded,INV-2025-000059,2025-01-25,WH-MIA-01,Z06-A06-R064-S07-B03,Z06,A06,R064,S07,B03,Brian White 1149,9788 Miramar Ln,,New York,NY,10058,USA,FedEx,Overnight,,2025-01-30,,edi_user,2025-01-25 10:35:00,2025-01-25 12:33:00
SO-2025-000060,1,EXT-E-C-64040223,2025-10-21,Sales Order,Shipped,E-commerce,Amazon,CUST-000860,Edward Jones 860,PO-695209,edward.jones860@examplecustomer.com,(642) 206-5216,ROU-NOV-A737-WH-0768,ITM-000768,NovaVision A737-WH Wi-Fi Router,Router,Wi-Fi Router,NovaVision,EA,3,3,3,0,331.48,994.44,0.00,0.00,6.0000,59.67,9.99,1064.10,USD,Net 15,Net Terms,Pending,INV-2025-000060,2025-10-21,WH-MIA-01,Z16-A08-R048-S02-B03,Z16,A08,R048,S02,B03,Edward Jones 860,3822 Doral Blvd,,Nashville,TN,37265,USA,XPO,Ground,XP63988662093,2025-10-26,2025-10-22,system,2025-10-21 01:26:00,2025-10-31 11:46:00
SO-2025-000061,1,EXT-WHO-58522696,2025-03-31,Sales Order,Allocated,Wholesale,ERP,CUST-000518,Ana Harris 518,PO-694525,ana.harris518@examplecustomer.com,(434) 951-8989,KEY-PIX-G905-PRO-0494,ITM-000494,PixelPro G905-PRO Gaming Keyboard,Keyboard,Gaming Keyboard,PixelPro,EA,5,5,0,0,158.73,793.65,0.00,0.00,0.0000,0.00,12.99,806.64,USD,Net 30,Mastercard,Authorized,INV-2025-000061,2025-04-03,WH-MIA-01,Z08-A21-R061-S01-B01,Z08,A21,R061,S01,B01,Ana Harris 518,4267 Flagler Ave,,Fort Lauderdale,FL,33371,USA,UPS,Overnight,,2025-04-04,,kpatel,2025-03-31 15:59:00,2025-03-31 23:39:00
SO-2025-000062,1,EXT-WHO-16029407,2025-03-07,Sales Order,Delivered,Wholesale,Shopify,CUST-000435,Lisa Anderson,PO-737407,lisa.anderson435@examplecustomer.com,(952) 564-7091,MOU-NEX-X551-PRO-0395,ITM-000395,NextCom X551-PRO Ergonomic Mouse,Mouse,Ergonomic Mouse,NextCom,EA,1,1,1,0,73.94,73.94,0.00,0.00,8.2500,6.10,49.99,130.03,USD,Credit Card,Net Terms,Paid,INV-2025-000062,2025-03-08,WH-MIA-01,Z18-A21-R035-S03-B01,Z18,A21,R035,S03,B01,Lisa Anderson,6770 Madison Ct,,Houston,TX,77090,USA,FedEx,Priority,FE65841109282,2025-03-10,2025-03-12,system,2025-03-07 05:30:00,2025-03-11 12:48:00
SO-2025-000063,1,EXT-WHO-40751034,2025-02-15,Sales Order,Shipped,Wholesale,EDI,CUST-001136,Jessica Hill,,jessica.hill1136@examplecustomer.com,(919) 690-1288,CAB-ZEN-X702-PLUS-0406,ITM-000406,Zenith Digital X702-PLUS DisplayPort Cable,Cable,DisplayPort Cable,Zenith Digital,BOX,2,2,2,0,4.68,9.36,0.00,0.00,8.7500,0.82,49.99,60.17,USD,ACH Prepaid,Amex,Authorized,INV-2025-000063,2025-02-15,WH-MIA-01,Z10-A34-R080-S06-B05,Z10,A34,R080,S06,B05,Jessica Hill,5250 Sunset Ave,,Jacksonville,FL,32251,USA,Old Dominion,Ground,OL98164569330,2025-02-16,2025-02-16,kpatel,2025-02-15 02:52:00,2025-02-16 21:33:00
SO-2025-000064,1,EXT-B2B-47109707,2025-01-11,Sales Order,Delivered,B2B,EDI,CUST-001133,Maria Flores,,maria.flores1133@examplecustomer.com,(405) 886-5837,ROU-TER-R343-SL-0232,ITM-000232,TerraWave R343-SL VPN Router,Router,VPN Router,TerraWave,EA,10,10,10,0,526.70,5267.00,0.00,0.00,7.5000,395.02,7.99,5670.01,USD,COD,ACH,Authorized,INV-2025-000064,2025-01-12,WH-MIA-01,Z18-A14-R053-S01-B05,Z18,A14,R053,S01,B05,Maria Flores,2875 Maple Ter,,Philadelphia,PA,19109,USA,DHL,Overnight,DH44301089114,2025-01-15,2025-01-18,system,2025-01-11 14:03:00,2025-01-11 23:33:00
SO-2025-000065,1,EXT-E-C-43611631,2025-06-01,Sales Order,Delivered,E-commerce,Amazon,CUST-000432,Donna Flores,,donna.flores432@examplecustomer.com,(444) 252-9270,STO-BRI-R823-PLUS-0878,ITM-000878,BrightView R823-PLUS External HDD,Storage,External HDD,BrightView,EA,5,5,5,0,556.91,2784.55,5.00,139.23,0.0000,0.00,49.99,2695.31,USD,Net 30,PayPal,Refunded,INV-2025-000065,2025-06-03,WH-MIA-01,Z10-A13-R089-S06-B01,Z10,A13,R089,S06,B01,Donna Flores,7580 Riverside Ct,,San Diego,CA,92178,USA,DHL,Economy,DH53874270749,2025-06-04,2025-06-02,mchen,2025-06-01 13:15:00,2025-06-11 21:38:00
SO-2025-000066,1,EXT-WHO-95071965,2025-07-24,Sales Order,Shipped,Wholesale,Shopify,CUST-000240,John Harris,PO-700923,john.harris240@examplecustomer.com,(719) 577-3929,TV-NOV-X869-SL-0772,ITM-000772,NovaVision X869-SL QLED TV,TV,QLED TV,NovaVision,EA,3,3,3,0,1268.23,3804.69,0.00,0.00,7.5000,285.35,7.99,4098.03,USD,Net 30,Wire,Refunded,INV-2025-000066,2025-07-27,WH-MIA-01,Z15-A37-R056-S07-B02,Z15,A37,R056,S07,B02,John Harris,7495 Flagler Blvd,,Tampa,FL,33633,USA,DHL,2-Day,DH40715083199,2025-07-28,2025-07-25,kpatel,2025-07-24 11:12:00,2025-07-27 02:25:00
SO-2025-000067,1,EXT-RET-63306730,2025-06-06,Sales Order,Allocated,Retail Store,ERP,CUST-000351,Emily Allen,,emily.allen351@examplecustomer.com,(497) 664-8875,STO-OMN-N329-WH-0581,ITM-000581,OmniLink N329-WH NAS Drive,Storage,NAS Drive,OmniLink,EA,3,3,0,0,181.64,544.92,0.00,0.00,7.5000,40.87,9.99,595.78,USD,ACH Prepaid,Wire,Refunded,INV-2025-000067,2025-06-06,WH-MIA-01,Z05-A09-R068-S05-B05,Z05,A09,R068,S05,B05,Emily Allen,4585 Riverside St,Dock 6,Atlanta,GA,30338,USA,XPO,Ground,,2025-06-08,,shopify_api,2025-06-06 22:26:00,2025-06-11 06:56:00
SO-2025-000068,1,EXT-E-C-49759977,2025-04-20,Sales Order,Backordered,E-commerce,Shopify,CUST-000840,Jennifer Green,PO-590730,jennifer.green840@examplecustomer.com,(228) 516-3993,ROU-APE-X249-PLUS-0140,ITM-000140,ApexTech X249-PLUS Enterprise Router,Router,Enterprise Router,ApexTech,EA,3,0,0,3,687.23,2061.69,0.00,0.00,0.0000,0.00,49.99,2111.68,USD,ACH Prepaid,PayPal,Invoiced,INV-2025-000068,2025-04-20,WH-MIA-01,Z06-A23-R049-S07-B02,Z06,A23,R049,S07,B02,Jennifer Green,6940 Oak St,,Chicago,IL,60620,USA,XPO,Priority,,2025-04-22,,system,2025-04-20 16:55:00,2025-04-28 11:21:00
SO-2025-000069,1,EXT-WHO-52976450,2025-11-06,Sales Order,Delivered,Wholesale,EDI,CUST-000008,Andrew Campbell,PO-258566,andrew.campbell8@examplecustomer.com,(897) 832-5615,AUD-NOV-N542-SL-0982,ITM-000982,NovaVision N542-SL Headphones,Audio,Headphones,NovaVision,EA,2,2,2,0,825.92,1651.84,0.00,0.00,7.5000,123.89,49.99,1825.72,USD,Net 45,Net Terms,Authorized,INV-2025-000069,2025-11-07,WH-MIA-01,Z06-A20-R044-S03-B02,Z06,A20,R044,S03,B02,Andrew Campbell,1637 Riverside Dr,,Austin,TX,78758,USA,FedEx,Priority,FE60774976658,2025-11-08,2025-11-11,system,2025-11-06 01:44:00,2025-11-13 18:19:00
SO-2025-000070,1,EXT-RET-80172533,2025-06-23,Sales Order,Shipped,Retail Store,Shopify,CUST-000138,George Ramirez,PO-806239,george.ramirez138@examplecustomer.com,(604) 946-4163,MON-SIG-G925-PLUS-0692,ITM-000692,SignalMax G925-PLUS Ultrawide Monitor,Monitor,Ultrawide Monitor,SignalMax,EA,2,2,2,0,610.67,1221.34,10.00,122.13,8.2500,90.68,7.99,1197.88,USD,ACH Prepaid,Amex,Invoiced,INV-2025-000070,2025-06-24,WH-MIA-01,Z03-A32-R033-S02-B05,Z03,A32,R033,S02,B05,George Ramirez,602 Oak Rd,,Atlanta,GA,30322,USA,FedEx,Ground,FE59580038045,2025-06-28,2025-06-26,mchen,2025-06-23 02:41:00,2025-06-30 20:58:00
SO-2025-000071,1,EXT-E-C-52512178,2025-07-21,Return Exchange,Shipped,E-commerce,Manual Entry,CUST-000146,Charles Walker,PO-272995,charles.walker146@examplecustomer.com,(923) 828-1166,ROU-NOV-N145-SL-0678,ITM-000678,NovaVision N145-SL Mesh Router,Router,Mesh Router,NovaVision,EA,5,5,5,0,394.83,1974.15,5.00,98.71,8.2500,154.72,99.99,2130.15,USD,ACH Prepaid,PayPal,Invoiced,INV-2025-000071,2025-07-24,WH-MIA-01,Z11-A31-R025-S01-B01,Z11,A31,R025,S01,B01,Charles Walker,3546 Highland Ct,,Jacksonville,FL,32232,USA,DHL,Overnight,DH59107496731,2025-07-22,2025-07-27,mchen,2025-07-21 20:29:00,2025-07-21 08:04:00
